evaluation_seed,environment_id,success,fell,timed_out,failure_type,toe_riser_kick,toe_riser_kick_count,unsafe_overlap_steps,return,steps,completion_time_s,max_riser,completion_fraction,intervention_count,would_intervene_count,nominal_barrier_violation_steps,mean_correction_norm,mean_counterfactual_correction_norm,minimum_nominal_barrier_margin,teacher_reprojection_max_abs_error,swing_selection_mismatch_count
201352633,11,False,True,False,toe_riser_under_clearance,True,4,4,-5.300508499145508,217,4.34,5,0.5555555555555556,0,24,24,6.776475278507223e-08,0.01698716115292316,-14.863333702087402,0.0,0
201352633,12,True,False,False,success,True,5,5,-3.7764830589294434,405,8.1,9,1.0,0,46,46,7.052066966598094e-08,0.024295952879352333,-31.249210357666016,0.0,0
201352633,13,True,False,False,success,True,6,6,0.4199180603027344,385,7.7,9,1.0,0,24,24,6.974217509881098e-08,0.010023872573654374,-9.125627517700195,0.0,0
201352633,14,True,False,False,success,True,5,5,-0.10614013671875,373,7.46,9,1.0,0,21,21,7.004672169077383e-08,0.01028315311462566,-10.592781066894531,0.0,0
201352633,15,True,False,False,success,True,8,8,0.7917628288269043,433,8.66,9,1.0,0,32,32,6.830549282564912e-08,0.013212058615739571,-12.092026710510254,0.0,0
201352633,16,False,True,False,toe_riser_under_clearance,True,10,20,-15.165618896484375,412,8.24,5,0.5555555555555556,0,91,90,5.880639098869474e-08,0.050744140032425666,-22.57317352294922,0.0,0
201352633,17,True,False,False,success,True,7,7,-0.22411680221557617,475,9.5,9,1.0,0,47,47,6.571664830277625e-08,0.01854832498650802,-16.476167678833008,0.0,0
201352633,18,False,True,False,toe_riser_under_clearance,True,1,1,-14.131368637084961,204,4.08,1,0.1111111111111111,0,27,27,5.496324810533848e-08,0.038279996198766375,-24.510046005249023,0.0,0
201352633,19,True,False,False,success,True,5,6,-0.43156862258911133,454,9.08,9,1.0,0,40,40,6.707420055692941e-08,0.015354040960908462,-14.721961975097656,0.0,0
201352633,20,False,True,False,toe_riser_under_clearance,True,2,2,-4.81492805480957,239,4.78,3,0.3333333333333333,0,27,27,6.466816329479093e-08,0.02150326094368013,-12.963541030883789,0.0,0
201352633,21,False,True,False,toe_riser_under_clearance,True,9,10,-11.337085723876953,385,7.7,7,0.7777777777777778,0,62,62,6.616394891246379e-08,0.03307359621122286,-20.539400100708008,0.0,0
201352633,22,True,False,False,success,True,12,12,-0.07705831527709961,479,9.58,9,1.0,0,47,47,6.344078330076173e-08,0.019487159983847983,-18.52521514892578,0.0,0
201352633,23,True,False,False,success,True,9,9,0.43943166732788086,373,7.46,9,1.0,0,28,28,7.112138843302423e-08,0.013523688584805814,-9.46560287475586,0.0,0
201352633,24,True,False,False,success,True,6,6,1.1708290576934814,434,8.68,9,1.0,0,28,28,6.603937846751162e-08,0.010125007497550156,-12.74903678894043,0.0,0
201352633,25,True,False,False,success,True,5,6,-1.2510290145874023,502,10.040000000000001,9,1.0,0,52,52,6.696943574458865e-08,0.021303218674374767,-16.609216690063477,0.0,0
201352633,26,True,False,False,success,True,7,7,-0.6162223815917969,443,8.86,9,1.0,0,37,37,6.29692003220261e-08,0.017977588601898124,-22.443735122680664,0.0,0
201352633,27,True,False,False,success,True,6,6,-2.389171600341797,591,11.82,9,1.0,0,46,46,6.730545798904387e-08,0.014038626514312176,-10.735862731933594,0.0,0
201352633,28,False,True,False,toe_riser_under_clearance,True,6,7,-12.67634391784668,482,9.64,9,1.0,0,46,46,6.147184117196738e-08,0.021867455288582322,-21.196680068969727,0.0,0
201352633,29,True,False,False,success,True,8,8,0.8105297088623047,412,8.24,9,1.0,0,32,32,7.068765891073904e-08,0.013309146594075323,-9.484031677246094,0.0,0
201352633,30,True,False,False,success,True,8,8,-2.982257843017578,524,10.48,9,1.0,0,59,59,6.69240012550762e-08,0.0205876172043895,-12.16678524017334,0.0,0
201352633,31,True,False,False,success,True,9,11,0.7805585861206055,467,9.34,9,1.0,0,39,39,6.504826464194693e-08,0.017126426451721844,-16.98694610595703,0.0,0
201352633,32,True,False,False,success,True,5,5,0.6939935684204102,415,8.3,9,1.0,0,36,36,6.542247856815671e-08,0.014053683683096644,-12.209431648254395,0.0,0
201352633,33,True,False,False,success,True,8,8,-0.8919568061828613,447,8.94,9,1.0,0,33,33,6.566236373917377e-08,0.015011536728349041,-12.74181842803955,0.0,0
201352633,34,True,False,False,success,True,8,8,0.42840147018432617,433,8.66,9,1.0,0,33,33,6.838412945993314e-08,0.013646400002354012,-10.646158218383789,0.0,0
201352633,35,False,True,False,toe_riser_under_clearance,True,6,7,-9.850566864013672,319,6.38,7,0.7777777777777778,0,43,43,6.545937293848507e-08,0.03273893972175622,-28.642229080200195,0.0,0
201352633,36,True,False,False,success,True,6,6,-1.614389419555664,492,9.84,9,1.0,0,61,61,6.400546780929379e-08,0.023297214895729126,-12.064128875732422,0.0,0
201352633,37,False,True,False,toe_riser_under_clearance,True,7,8,-12.49302864074707,399,7.98,9,1.0,0,32,32,6.717537896810356e-08,0.017468712981183427,-20.443405151367188,0.0,0
201352633,38,True,False,False,success,True,9,9,-0.8291230201721191,456,9.120000000000001,9,1.0,0,44,44,6.568413418630882e-08,0.0185997674339696,-16.947118759155273,0.0,0
201352633,39,False,True,False,toe_riser_under_clearance,True,10,14,-10.872502326965332,411,8.22,8,0.8888888888888888,0,52,52,6.59472749434262e-08,0.02245179986141604,-14.694721221923828,0.0,0
201352633,40,True,False,False,success,True,7,7,-0.14256572723388672,374,7.48,9,1.0,0,29,29,6.828935131932394e-08,0.015248693884375261,-10.278365135192871,0.0,0
201352633,41,True,False,False,success,True,9,11,-2.262436866760254,519,10.38,9,1.0,0,65,65,6.458690231405772e-08,0.023456013041883994,-13.831992149353027,0.0,0
201352633,42,True,False,False,success,True,5,5,0.4693264961242676,405,8.1,9,1.0,0,36,36,6.988219540267263e-08,0.014538967462233555,-9.6888427734375,0.0,0
201352633,43,False,True,False,toe_riser_under_clearance,True,6,6,-7.467620372772217,337,6.74,8,0.8888888888888888,0,29,29,6.699051360982451e-08,0.014835572737968287,-19.258440017700195,0.0,0
201352633,44,True,False,False,success,True,8,8,0.546851634979248,448,8.96,9,1.0,0,35,35,6.89987099836539e-08,0.014804401568004064,-12.241363525390625,0.0,0
201352633,45,True,False,False,success,True,7,7,-1.4307751655578613,419,8.38,9,1.0,0,35,35,6.972132117997606e-08,0.01343536718363978,-10.490800857543945,0.0,0
201352633,46,True,False,False,success,True,7,7,-0.2705683708190918,422,8.44,9,1.0,0,39,39,6.614051077440955e-08,0.01713405401220819,-11.696965217590332,0.0,0
201352633,47,True,False,False,success,True,5,6,0.7783031463623047,377,7.54,9,1.0,0,32,32,6.601006880035717e-08,0.01534066339386553,-10.093598365783691,0.0,0
201352633,48,False,True,False,toe_riser_under_clearance,True,2,7,-7.409090995788574,168,3.36,2,0.2222222222222222,0,29,28,6.349900905618034e-08,0.03938786756424677,-13.56623649597168,0.0,0
201352633,49,True,False,False,success,True,10,10,-2.481821060180664,521,10.42,9,1.0,0,64,64,6.377036792079556e-08,0.020490898967018053,-12.259547233581543,0.0,0
201352633,50,True,False,False,success,True,6,6,0.30715513229370117,417,8.34,9,1.0,0,34,34,7.419584494037218e-08,0.014716023735576967,-11.93006420135498,0.0,0
201352633,51,True,False,False,success,True,10,11,-0.01092672348022461,432,8.64,9,1.0,0,41,41,7.056611913732788e-08,0.01659735595738446,-18.96065902709961,0.0,0
201352633,52,True,False,False,success,True,5,5,0.8807539939880371,454,9.08,9,1.0,0,28,28,6.22139690484388e-08,0.011549928639953883,-16.547157287597656,0.0,0
201352633,53,True,False,False,success,True,3,3,1.6637320518493652,459,9.18,9,1.0,0,26,26,6.916433367837618e-08,0.009732039665604469,-14.649665832519531,0.0,0
201352633,54,True,False,False,success,True,5,5,-0.23373794555664062,396,7.92,9,1.0,0,29,29,6.61772873806485e-08,0.015807953747836025,-19.821521759033203,0.0,0
201352633,55,False,True,False,toe_riser_under_clearance,True,14,15,-10.70431900024414,443,8.86,9,1.0,0,52,52,6.857280453622896e-08,0.022761650602112507,-18.096256256103516,0.0,0
201352633,56,False,True,False,toe_riser_under_clearance,True,9,9,-13.91861629486084,508,10.16,9,1.0,0,62,62,6.69873570157105e-08,0.022121093404574656,-15.420315742492676,0.0,0
201352633,57,True,False,False,success,True,7,7,1.900444507598877,415,8.3,9,1.0,0,29,29,7.051958054506096e-08,0.008408583790422922,-7.777004718780518,0.0,0
201352633,58,True,False,False,success,True,4,4,-3.060458183288574,435,8.700000000000001,9,1.0,0,40,40,6.615058549053582e-08,0.019592133883772227,-17.980932235717773,0.0,0
201352633,59,True,False,False,success,True,5,5,0.20859479904174805,390,7.8,9,1.0,0,32,32,7.104988934513993e-08,0.01454929327353453,-11.941340446472168,0.0,0
201352633,60,True,False,False,success,True,4,4,1.600367546081543,428,8.56,9,1.0,0,29,29,6.856929605215284e-08,0.010678768157958984,-10.23115348815918,0.0,0
201352633,61,False,True,False,toe_riser_under_clearance,True,3,3,-8.880859375,228,4.5600000000000005,2,0.2222222222222222,0,25,25,6.228007103409414e-08,0.023133338543406705,-20.070476531982422,0.0,0
201352633,62,True,False,False,success,True,4,4,-2.875305652618408,532,10.64,9,1.0,0,42,42,6.297071885818237e-08,0.015862334043459783,-19.96536636352539,0.0,0
201352633,63,True,False,False,success,True,7,8,0.20097923278808594,404,8.08,9,1.0,0,29,29,6.699283493626263e-08,0.014430155848512555,-15.873120307922363,0.0,0
201352633,64,False,True,False,toe_riser_under_clearance,True,5,17,-18.58538055419922,307,6.140000000000001,2,0.2222222222222222,0,44,44,6.29023777632686e-08,0.048027234279371625,-22.424131393432617,0.0,0
201352633,65,True,False,False,success,True,5,6,0.7934784889221191,397,7.94,9,1.0,0,26,26,6.952959619977415e-08,0.013236648790181734,-11.59298324584961,0.0,0
201352633,66,False,True,False,toe_riser_under_clearance,True,3,3,-11.585075378417969,205,4.1,1,0.1111111111111111,0,29,28,6.399869761946498e-08,0.04008588558290063,-17.406890869140625,0.0,0
201352633,67,False,True,False,balance_or_other_fall,False,0,0,-4.789912700653076,142,2.84,1,0.1111111111111111,0,17,16,5.499468513757882e-08,0.020655653846095984,-11.271799087524414,0.0,0
201352633,68,False,True,False,balance_or_other_fall,False,0,0,-4.205821990966797,142,2.84,1,0.1111111111111111,0,13,13,6.274503390722856e-08,0.014322213723625936,-7.746376037597656,0.0,0
201352633,69,True,False,False,success,True,12,12,-0.2736358642578125,408,8.16,9,1.0,0,37,37,6.834511177479655e-08,0.015577094227659936,-11.701261520385742,0.0,0
201352633,70,True,False,False,success,True,8,9,0.1840195655822754,374,7.48,9,1.0,0,31,31,6.87602458488729e-08,0.015057628804987127,-9.68659782409668,0.0,0
201352633,71,True,False,False,success,True,3,3,0.5318055152893066,413,8.26,9,1.0,0,34,34,6.674584302206729e-08,0.013725913465744647,-9.71854019165039,0.0,0
201352633,72,True,False,False,success,True,4,4,0.6215939521789551,405,8.1,9,1.0,0,32,32,6.77270343006922e-08,0.013257064348385658,-11.684164047241211,0.0,0
201352633,73,True,False,False,success,True,4,4,-0.9949078559875488,550,11.0,9,1.0,0,58,58,6.277252396102994e-08,0.020382973064075816,-16.927515029907227,0.0,0
201352633,74,True,False,False,success,True,7,7,0.11427164077758789,500,10.0,9,1.0,0,41,41,6.738675438100472e-08,0.01634450149536133,-16.75975799560547,0.0,0
201352633,75,True,False,False,success,True,4,4,-0.19524002075195312,447,8.94,9,1.0,0,43,43,6.608856475747438e-08,0.016097715236996643,-12.192869186401367,0.0,0
201352633,76,False,True,False,toe_riser_under_clearance,True,8,8,-12.357793807983398,414,8.28,9,1.0,0,43,43,6.738174275763936e-08,0.020613486064229036,-18.949832916259766,0.0,0
201352633,77,True,False,False,success,True,11,11,-0.032083988189697266,524,10.48,9,1.0,0,32,32,6.401952645361054e-08,0.011150793264840395,-15.271793365478516,0.0,0
201352633,78,True,False,False,success,True,7,7,-9.523797988891602,529,10.58,9,1.0,0,73,73,6.325293233528354e-08,0.03153129606481311,-31.10860824584961,0.0,0
201352633,79,True,False,False,success,True,9,9,1.1640114784240723,413,8.26,9,1.0,0,30,30,6.895925803589195e-08,0.010766085931810282,-16.384769439697266,0.0,0
201352633,80,False,True,False,toe_riser_under_clearance,True,7,31,-12.310250282287598,442,8.84,9,1.0,0,63,63,6.87660425213983e-08,0.02526692783131319,-23.24178695678711,0.0,0
201352633,81,True,False,False,success,True,3,3,-0.29132986068725586,458,9.16,9,1.0,0,42,42,6.508518438801519e-08,0.01767777355477279,-12.6807279586792,0.0,0
201352633,82,True,False,False,success,True,5,5,0.47656822204589844,434,8.68,9,1.0,0,31,31,6.782942330695405e-08,0.01262970564002815,-11.969830513000488,0.0,0
201352633,83,True,False,False,success,True,5,5,-3.809420108795166,462,9.24,9,1.0,0,44,44,6.46330638072006e-08,0.02251086709819315,-32.64104080200195,0.0,0
201352633,84,False,True,False,toe_riser_under_clearance,True,6,6,-5.2343645095825195,317,6.34,6,0.6666666666666666,0,33,33,6.549361436216496e-08,0.020193066882786315,-13.528614044189453,0.0,0
201352633,85,True,False,False,success,True,5,5,-3.8117752075195312,728,14.56,9,1.0,0,53,53,6.29759517403647e-08,0.012753076605744415,-19.54328727722168,0.0,0
201352633,86,True,False,False,success,True,14,15,-13.986949920654297,558,11.16,9,1.0,0,72,72,6.711466525185613e-08,0.026650157026065293,-36.44755172729492,0.0,0
201352633,87,False,True,False,toe_riser_under_clearance,True,1,4,-5.881629943847656,138,2.7600000000000002,1,0.1111111111111111,0,19,18,5.595277969774358e-08,0.022018570830856544,-8.746186256408691,0.0,0
201352633,88,True,False,False,success,True,4,4,0.2605586051940918,457,9.14,9,1.0,0,37,37,6.648000281077913e-08,0.016498563587013428,-15.023282051086426,0.0,0
201352633,89,True,False,False,success,True,1,1,-1.013258457183838,434,8.68,9,1.0,0,36,36,6.854632726660179e-08,0.020493316210909374,-20.66069984436035,0.0,0
201352633,90,False,True,False,toe_riser_under_clearance,True,6,6,-13.610651016235352,328,6.5600000000000005,6,0.6666666666666666,0,47,47,6.535346096270809e-08,0.04358204399667135,-30.625276565551758,0.0,0
201352633,91,False,True,False,toe_riser_under_clearance,True,9,15,-11.773479461669922,363,7.26,8,0.8888888888888888,0,52,52,6.935230331859723e-08,0.030485962376450047,-15.321130752563477,0.0,0
201352633,92,False,True,False,toe_riser_under_clearance,True,11,13,-7.002960205078125,351,7.0200000000000005,6,0.6666666666666666,0,57,56,6.12593654435701e-08,0.029146713408989104,-12.676328659057617,0.0,0
201352633,93,True,False,False,success,True,7,7,0.2407541275024414,438,8.76,9,1.0,0,35,35,6.839835385847242e-08,0.013442411814650444,-20.51397132873535,0.0,0
201352633,94,True,False,False,success,True,7,8,-0.41393470764160156,537,10.74,9,1.0,0,52,52,6.379605703631648e-08,0.0199715030037935,-19.005292892456055,0.0,0
201352633,95,True,False,False,success,True,8,9,-0.49148988723754883,486,9.72,9,1.0,0,48,48,6.304808154294014e-08,0.02325644120267389,-20.12734603881836,0.0,0
201352633,96,True,False,False,success,True,6,6,0.7170133590698242,418,8.36,9,1.0,0,32,32,6.715006521695771e-08,0.01313712494225023,-12.659845352172852,0.0,0
201352633,97,True,False,False,success,True,6,6,-3.03617525100708,526,10.52,9,1.0,0,53,53,6.498191635143862e-08,0.01806627389595989,-16.82935333251953,0.0,0
201352633,98,False,True,False,toe_riser_under_clearance,True,3,3,-12.05434513092041,257,5.14,5,0.5555555555555556,0,44,43,6.07270037040571e-08,0.03949714541899091,-23.232465744018555,0.0,0
201352633,99,True,False,False,success,True,6,6,-0.36166954040527344,445,8.9,9,1.0,0,34,34,6.936641287037663e-08,0.013806608821568865,-12.630046844482422,0.0,0
201352633,100,True,False,False,success,True,4,4,-1.0095629692077637,351,7.0200000000000005,9,1.0,0,34,34,6.778893625480455e-08,0.018616615197597407,-10.535005569458008,0.0,0
201352633,101,True,False,False,success,True,5,5,-0.9709124565124512,439,8.78,9,1.0,0,49,49,6.682757822693811e-08,0.018469074049408722,-12.222454071044922,0.0,0
201352633,102,False,True,False,toe_riser_under_clearance,True,11,11,-14.379064559936523,449,8.98,9,1.0,0,51,51,6.478532915675644e-08,0.02753504559829134,-19.468379974365234,0.0,0
201352633,103,False,True,False,toe_riser_under_clearance,True,5,5,-6.02557373046875,310,6.2,6,0.6666666666666666,0,32,32,6.435309314251607e-08,0.019925440511395855,-16.026710510253906,0.0,0
201352633,104,True,False,False,success,True,6,6,-2.105097770690918,456,9.120000000000001,9,1.0,0,46,46,6.01147157316231e-08,0.021873739727756435,-16.533185958862305,0.0,0
201352633,105,True,False,False,success,True,8,8,-1.8758492469787598,459,9.18,9,1.0,0,46,46,6.73194266480347e-08,0.021565003073033683,-15.800681114196777,0.0,0
201352633,106,True,False,False,success,True,7,7,-7.350131511688232,427,8.540000000000001,9,1.0,0,39,39,6.731489782447358e-08,0.020872904489414475,-23.725006103515625,0.0,0
201352633,107,True,False,False,success,True,6,8,-0.9043006896972656,465,9.3,9,1.0,0,48,48,6.648462599954538e-08,0.018089965081983995,-16.73064422607422,0.0,0
201352633,108,True,False,False,success,True,8,8,0.5734639167785645,452,9.040000000000001,9,1.0,0,36,36,6.558710775663665e-08,0.012020335788220432,-14.092714309692383,0.0,0
201352633,109,True,False,False,success,True,5,5,0.3437995910644531,437,8.74,9,1.0,0,36,36,6.637743329101836e-08,0.0173848357298827,-16.66497039794922,0.0,0
201352633,110,False,True,False,toe_riser_under_clearance,True,5,29,-11.482076644897461,382,7.640000000000001,6,0.6666666666666666,0,78,78,6.104666529118488e-08,0.03675455073411552,-18.94934844970703,0.0,0
201352633,111,False,True,False,toe_riser_under_clearance,True,16,28,-13.966653823852539,444,8.88,8,0.8888888888888888,0,78,78,6.577742218773032e-08,0.035726779216044655,-18.82098960876465,0.0,0
201352633,112,False,True,False,toe_riser_under_clearance,True,6,6,-8.848777770996094,328,6.5600000000000005,7,0.7777777777777778,0,42,42,6.554562499265403e-08,0.026778168794585437,-16.20379066467285,0.0,0
201352633,113,False,True,False,toe_riser_under_clearance,True,4,5,-5.800344944000244,184,3.68,2,0.2222222222222222,0,15,15,6.349042628837355e-08,0.015774275945580524,-16.270631790161133,0.0,0
201352633,114,True,False,False,success,True,7,7,-0.7190032005310059,493,9.86,9,1.0,0,43,43,6.387709298985301e-08,0.016936981170220983,-20.23124122619629,0.0,0
201352633,115,False,True,False,toe_riser_under_clearance,True,11,11,-27.017681121826172,653,13.06,9,1.0,0,118,118,6.680975372726198e-08,0.0349810046769941,-16.555631637573242,0.0,0
201352633,116,True,False,False,success,True,5,5,-3.1457390785217285,467,9.34,9,1.0,0,52,52,6.569707518138343e-08,0.027181700924989755,-19.968210220336914,0.0,0
201352633,117,True,False,False,success,True,6,6,0.4521670341491699,433,8.66,9,1.0,0,32,32,6.940718707289788e-08,0.014344475285836236,-11.962140083312988,0.0,0
201352633,118,True,False,False,success,True,9,9,0.36347484588623047,437,8.74,9,1.0,0,33,33,7.181228641996019e-08,0.012292282532227122,-16.227134704589844,0.0,0
201352633,119,False,True,False,toe_riser_under_clearance,True,9,9,-17.18809700012207,476,9.52,9,1.0,0,79,78,6.404858110169293e-08,0.039717826522698924,-25.325284957885742,0.0,0
201352633,120,False,True,False,toe_riser_under_clearance,True,1,1,-5.338160037994385,183,3.66,3,0.3333333333333333,0,24,24,6.477075359845136e-08,0.02862895642473398,-10.989006042480469,0.0,0
201352633,121,True,False,False,success,True,9,9,0.1327524185180664,425,8.5,9,1.0,0,29,29,6.96809429962955e-08,0.011684849682976218,-20.435951232910156,0.0,0
201352633,122,False,True,False,toe_riser_under_clearance,True,10,20,-16.920429229736328,411,8.22,6,0.6666666666666666,0,74,74,6.3671453653692e-08,0.040478235323643745,-21.43998908996582,0.0,0
201352633,123,True,False,False,success,True,6,6,0.28638219833374023,446,8.92,9,1.0,0,43,43,6.432391082160091e-08,0.01791814303718875,-13.308834075927734,0.0,0
201352633,124,True,False,False,success,True,6,6,-1.9299407005310059,473,9.46,9,1.0,0,56,56,6.841673701804675e-08,0.019927903915308496,-25.746091842651367,0.0,0
201352633,125,False,True,False,toe_riser_under_clearance,True,1,1,-10.921806335449219,224,4.48,2,0.2222222222222222,0,31,30,5.973320022738854e-08,0.02855874172278813,-18.864307403564453,0.0,0
201352633,126,True,False,False,success,True,7,7,0.8948659896850586,414,8.28,9,1.0,0,27,27,6.655564476569422e-08,0.012855213045498023,-17.243940353393555,0.0,0
201352633,127,False,True,False,toe_riser_under_clearance,True,4,4,-7.401848793029785,272,5.44,3,0.3333333333333333,0,41,41,6.062609426247518e-08,0.030221921556136188,-15.789289474487305,0.0,0
201352633,128,True,False,False,success,True,7,8,-0.5611162185668945,464,9.28,9,1.0,0,39,39,6.527359973602117e-08,0.013845524911222786,-10.691091537475586,0.0,0
201352633,129,True,False,False,success,True,7,7,-0.6914434432983398,455,9.1,9,1.0,0,44,44,6.575472390657843e-08,0.018652737795651613,-16.511262893676758,0.0,0
201352633,130,True,False,False,success,True,4,4,2.052393913269043,370,7.4,9,1.0,0,20,20,6.949888523416342e-08,0.008137758358104808,-7.2849531173706055,0.0,0
201352633,131,True,False,False,success,True,7,7,1.307375431060791,374,7.48,9,1.0,0,22,22,6.885843236780013e-08,0.009991103952581232,-8.855141639709473,0.0,0
201352633,132,False,True,False,toe_riser_under_clearance,True,10,11,-13.342382431030273,426,8.52,9,1.0,0,36,36,6.673643253459442e-08,0.014332329163528943,-13.56881332397461,0.0,0
201352633,133,True,False,False,success,True,6,6,-1.7775721549987793,463,9.26,9,1.0,0,55,55,6.907774515391668e-08,0.025222770081225532,-16.7298526763916,0.0,0
201352633,134,False,True,False,toe_riser_under_clearance,True,4,4,-11.475130081176758,278,5.5600000000000005,4,0.4444444444444444,0,25,25,6.883059174581197e-08,0.015638876304352026,-14.296209335327148,0.0,0
201352633,135,False,True,False,toe_riser_under_clearance,True,6,6,-13.770565032958984,375,7.5,4,0.4444444444444444,0,47,47,5.7712173050579924e-08,0.022168261210123698,-24.488758087158203,0.0,0
201352633,136,False,True,False,toe_riser_under_clearance,True,4,4,-11.591169357299805,386,7.72,8,0.8888888888888888,0,57,57,6.666008526745247e-08,0.026203657061324836,-10.801604270935059,0.0,0
201352633,137,True,False,False,success,True,8,8,-0.29976797103881836,502,10.040000000000001,9,1.0,0,47,47,6.56058386722357e-08,0.018794937437749005,-16.407678604125977,0.0,0
201352633,138,True,False,False,success,True,7,7,-1.402653694152832,531,10.620000000000001,9,1.0,0,55,55,6.377420696410615e-08,0.018118441666137925,-15.294625282287598,0.0,0
201352633,139,True,False,False,success,True,7,8,-2.0169434547424316,489,9.78,9,1.0,0,44,44,6.714518537177325e-08,0.02358962177986504,-20.21270751953125,0.0,0
201352633,140,True,False,False,success,True,5,5,-0.4902381896972656,462,9.24,9,1.0,0,48,48,6.522502674185973e-08,0.02156150702274207,-18.83919906616211,0.0,0
201352633,141,True,False,False,success,True,7,7,1.1078500747680664,407,8.14,9,1.0,0,31,31,6.879469767643061e-08,0.012615322188018873,-11.050420761108398,0.0,0
201352633,142,False,True,False,toe_riser_under_clearance,True,7,7,-8.509583473205566,280,5.6000000000000005,6,0.6666666666666666,0,33,33,6.620814149625532e-08,0.027002484457833428,-32.367225646972656,0.0,0
201352633,143,True,False,False,success,True,7,7,-0.6896495819091797,515,10.3,9,1.0,0,48,48,6.449137570209873e-08,0.014800068012719015,-12.13123893737793,0.0,0
201352633,144,True,False,False,success,True,7,7,-1.3895974159240723,396,7.92,9,1.0,0,25,25,7.285898666878259e-08,0.010861646045338024,-16.556249618530273,0.0,0
201352633,145,False,True,False,toe_riser_under_clearance,True,9,30,-9.874649047851562,321,6.42,5,0.5555555555555556,0,59,59,6.607545874657464e-08,0.03205211437379831,-21.46906852722168,0.0,0
201352633,146,True,False,False,success,True,4,4,-7.84224796295166,511,10.22,9,1.0,0,67,67,6.681743255404505e-08,0.030377781787730478,-27.48893928527832,0.0,0
201352633,147,True,False,False,success,True,5,5,-0.005560874938964844,453,9.06,9,1.0,0,40,40,6.496374091600165e-08,0.013447825745504686,-11.210383415222168,0.0,0
201352633,148,True,False,False,success,True,8,8,-10.074193000793457,622,12.44,9,1.0,0,87,87,6.594705140671821e-08,0.027801391012798934,-17.571792602539062,0.0,0
201352633,149,True,False,False,success,True,9,9,0.22924137115478516,417,8.34,9,1.0,0,34,34,6.635774108296488e-08,0.015531151128901566,-10.378277778625488,0.0,0
201352633,150,True,False,False,success,True,3,3,0.4397449493408203,457,9.14,9,1.0,0,42,42,6.874924184524207e-08,0.016470330027574,-16.491559982299805,0.0,0
201352633,151,True,False,False,success,True,4,4,0.2894768714904785,411,8.22,9,1.0,0,30,30,6.893235162453423e-08,0.010901451110839844,-9.792683601379395,0.0,0
201352633,152,True,False,False,success,True,7,7,0.6525731086730957,440,8.8,9,1.0,0,37,37,6.318838462572206e-08,0.013976667144081809,-17.260311126708984,0.0,0
201352633,153,True,False,False,success,True,7,7,0.15210247039794922,463,9.26,9,1.0,0,41,41,6.290580410400675e-08,0.01429269535237718,-11.194214820861816,0.0,0
201352633,154,False,True,False,toe_riser_under_clearance,True,6,12,-12.602921485900879,410,8.2,6,0.6666666666666666,0,76,76,6.046862924959873e-08,0.03645210963923757,-16.673315048217773,0.0,0
201352633,155,False,True,False,toe_riser_under_clearance,True,8,9,-9.368646621704102,318,6.36,7,0.7777777777777778,0,32,31,6.406069976649593e-08,0.02824766830828205,-23.721364974975586,0.0,0
